file_1_file_1_g3794	ko:K06767
file_1_file_1_g21210	ko:K13127,ko:K15696
file_1_file_1_g21211	-
file_1_file_1_g21212	-
file_1_file_1_g19126	ko:K07378,ko:K12298,ko:K15743
file_1_file_1_g19127	-
file_1_file_1_g19128	ko:K17889
file_1_file_1_g19129	-
file_1_file_1_g19130	ko:K20291
file_1_file_1_g19131	ko:K20291
file_1_file_1_g19132	ko:K10457
file_1_file_1_g19133	ko:K19868,ko:K19869
file_1_file_1_g19135	-
file_1_file_1_g19137	ko:K01187,ko:K14210
file_1_file_1_g19140	-
file_1_file_1_g19141	-
file_1_file_1_g19142	-
file_1_file_1_g19143	ko:K05637,ko:K06240
file_1_file_1_g19144	ko:K01540
file_1_file_1_g19145	-
file_1_file_1_g19146	ko:K01540
file_1_file_1_g19147	ko:K01540
file_1_file_1_g19148	ko:K01540
file_1_file_1_g19150	ko:K06528
file_1_file_1_g19151	ko:K01540
file_1_file_1_g19152	-
file_1_file_1_g19153	ko:K11128
file_1_file_1_g19154	-
file_1_file_1_g19155	-
file_1_file_1_g19156	ko:K18703
file_1_file_1_g19157	ko:K18703
file_1_file_1_g19158	-
file_1_file_1_g19159	-
file_1_file_1_g19160	ko:K10251
file_1_file_1_g19161	ko:K16344
file_1_file_1_g19162	-
file_1_file_1_g19163	ko:K12616
file_1_file_1_g19165	ko:K12616
file_1_file_1_g19166	-
file_1_file_1_g19167	ko:K07887,ko:K07888,ko:K07889
file_1_file_1_g19168	ko:K14773
file_1_file_1_g19169	-
file_1_file_1_g19170	ko:K13100
file_1_file_1_g19172	ko:K04381
file_1_file_1_g19173	ko:K01099
file_1_file_1_g19174	ko:K10478
file_1_file_1_g19175	ko:K14003
file_1_file_1_g19176	ko:K17335
file_1_file_1_g19178	ko:K11585,ko:K11586,ko:K11587
file_1_file_1_g19179	ko:K21852
file_1_file_1_g19180	ko:K21852
file_1_file_1_g19181	ko:K08825,ko:K18669
file_1_file_1_g19182	ko:K08825,ko:K18669
file_1_file_1_g19183	ko:K08825,ko:K18669
file_1_file_1_g19184	ko:K19519
file_1_file_1_g19185	ko:K16194
file_1_file_1_g19186	ko:K08513
file_1_file_1_g19187	ko:K01528
file_1_file_1_g19188	-
file_1_file_1_g19189	-
file_1_file_1_g19190	ko:K17259
file_1_file_1_g19192	-
file_1_file_1_g19193	ko:K00939,ko:K15326,ko:K19383
file_1_file_1_g19194	ko:K19383,ko:K19553
file_1_file_1_g19195	ko:K00939
file_1_file_1_g19196	-
file_1_file_1_g19197	-
file_1_file_1_g19199	ko:K02513
file_1_file_1_g19200	ko:K12021
file_1_file_1_g19201	ko:K15157
file_1_file_1_g19202	ko:K15157
file_1_file_1_g19203	-
file_1_file_1_g19204	ko:K17441
file_1_file_1_g19206	ko:K09209,ko:K13943
file_1_file_1_g19207	ko:K18260
file_1_file_1_g19208	ko:K10416
file_1_file_1_g19209	-
file_1_file_1_g19210	-
file_1_file_1_g19211	-
file_1_file_1_g19212	-
file_1_file_1_g19213	ko:K21841
file_1_file_1_g19214	ko:K21841
file_1_file_2_2560_g	ko:K21841
file_1_file_1_g19215	ko:K17310
file_1_file_1_g19216	ko:K11090
file_1_file_1_g19217	ko:K10870
file_1_file_1_g19218	ko:K04397
file_1_file_1_g19219	-
file_1_file_1_g19221	-
file_1_file_1_g19224	-
file_1_file_1_g19226	ko:K09223
file_1_file_1_g19229	-
file_1_file_1_g19230	-
file_1_file_1_g19231	-
file_1_file_1_g19232	ko:K19721
file_1_file_1_g19233	-
file_1_file_1_g19234	-
file_1_file_1_g19235	ko:K03124
file_1_file_1_g19236	ko:K08814
file_1_file_1_g19239	ko:K08814
file_1_file_1_g19241	ko:K03942
file_1_file_1_g19242	-
file_1_file_1_g19243	ko:K03942,ko:K13917
file_1_file_1_g19244	ko:K15731
file_1_file_1_g19245	ko:K04575
file_1_file_1_g19246	ko:K03247
file_1_file_1_g19247	ko:K09452
file_1_file_1_g19249	ko:K09452
file_1_file_1_g19251	-
file_1_file_1_g19252	-
file_1_file_1_g19253	ko:K04345
file_1_file_1_g19254	ko:K02355
file_1_file_1_g19255	ko:K13575,ko:K13855,ko:K13858,ko:K13859,ko:K13861
file_1_file_1_g19256	-
file_1_file_1_g19257	-
file_1_file_1_g19258	ko:K01064
file_1_file_1_g19259	ko:K03209
file_1_file_1_g19260	-
file_1_file_1_g19261	ko:K00445
file_1_file_1_g19262	ko:K00445
file_1_file_1_g19265	ko:K01064,ko:K01357
file_1_file_1_g19266	ko:K01064,ko:K01357
file_1_file_1_g19267	ko:K08834,ko:K17481
file_1_file_1_g19268	-
file_1_file_1_g19269	ko:K01052
file_1_file_1_g19270	-
file_1_file_1_g19271	ko:K16469,ko:K20478
file_1_file_1_g19272	ko:K05719
file_1_file_2_2620_g	ko:K05719
file_1_file_1_g19273	ko:K05719
file_1_file_1_g19274	-
file_1_file_1_g19275	ko:K08838
file_1_file_1_g19276	ko:K08838
file_1_file_1_g19277	ko:K05755,ko:K16608
file_1_file_1_g19278	ko:K16608
file_1_file_1_g19279	ko:K16608
file_1_file_1_g19280	ko:K17908
file_1_file_1_g19281	-
file_1_file_1_g19284	ko:K09267,ko:K16796
file_1_file_1_g19285	ko:K08838
file_1_file_1_g19286	-
file_1_file_1_g19287	ko:K17080
file_1_file_1_g19288	-
file_1_file_1_g19289	ko:K10359
file_1_file_1_g19290	ko:K10359
file_1_file_1_g19291	ko:K01519
file_1_file_1_g19292	-
file_1_file_1_g19293	ko:K15789
file_1_file_1_g19294	ko:K06816
file_1_file_1_g19295	ko:K02685
file_1_file_1_g19296	ko:K14950
file_1_file_1_g19297	-
file_1_file_1_g19302	-
file_1_file_1_g19304	-
file_1_file_1_g19305	-
file_1_file_1_g19309	-
file_1_file_1_g19310	-
file_1_file_1_g19311	ko:K16605
file_1_file_1_g19312	ko:K05544
file_1_file_1_g19313	ko:K12823,ko:K13178
file_1_file_1_g19314	ko:K11471
file_1_file_1_g19315	ko:K13697,ko:K19572
file_1_file_1_g19316	ko:K06820,ko:K06821
file_1_file_1_g19317	ko:K08874
file_1_file_1_g19318	ko:K08874
file_1_file_1_g19319	ko:K08874
file_1_file_1_g19320	ko:K08874
file_1_file_1_g19323	-
file_1_file_1_g19324	ko:K19601
file_1_file_1_g19325	-
file_1_file_1_g19326	ko:K03145
file_1_file_1_g19327	-
file_1_file_1_g19332	-
file_1_file_1_g19333	-
file_1_file_1_g19334	-
file_1_file_1_g19335	ko:K08342
file_1_file_1_g19336	ko:K17506
file_1_file_1_g19337	ko:K21853
file_1_file_1_g19338	ko:K19283
file_1_file_1_g19339	ko:K19283
file_1_file_1_g19341	ko:K21853
file_1_file_1_g19342	ko:K04360,ko:K05122,ko:K05129
file_1_file_1_g19343	-
file_1_file_1_g19344	-
file_1_file_1_g19345	ko:K18468
file_1_file_1_g19346	ko:K12875
file_1_file_1_g19347	ko:K01278,ko:K08674
file_1_file_1_g19348	ko:K01278,ko:K08674
file_1_file_1_g19349	ko:K01278,ko:K08674
file_1_file_1_g19350	-
file_1_file_2_2704_g	-
file_1_file_1_g19351	-
file_1_file_1_g19353	ko:K10878
file_1_file_1_g19354	ko:K21598
file_1_file_1_g19355	ko:K17589
file_1_file_1_g19356	ko:K00036
file_1_file_1_g19357	ko:K07295,ko:K08524,ko:K08525,ko:K08526,ko:K14030
file_1_file_1_g19358	-
file_1_file_1_g19359	ko:K08745
file_1_file_1_g19360	ko:K08745
file_1_file_1_g19361	ko:K08745
file_1_file_1_g19362	ko:K16731
file_1_file_1_g19365	ko:K14943
file_1_file_1_g19374	-
file_1_file_1_g19375	-
file_1_file_1_g19376	-
file_1_file_1_g19377	-
file_1_file_1_g19378	-
file_1_file_2_2740_g	-
file_1_file_1_g19379	-
file_1_file_1_g19380	-
file_1_file_1_g19381	-
file_1_file_1_g19382	-
file_1_file_1_g19383	ko:K19584
file_1_file_1_g19385	ko:K00773
file_1_file_1_g19386	-
file_1_file_1_g19387	ko:K21751
file_1_file_1_g19388	-
file_1_file_1_g19389	ko:K07252
file_1_file_1_g19390	ko:K09527
file_1_file_1_g19391	-
file_1_file_1_g19392	ko:K02213
file_1_file_1_g19393	ko:K02213
file_1_file_1_g19394	-
file_1_file_1_g19396	ko:K09503
file_1_file_2_2758_g	-
file_1_file_1_g19397	-
file_1_file_1_g19398	-
file_1_file_1_g19399	-
file_1_file_1_g19402	ko:K16542,ko:K16549,ko:K16718
file_1_file_1_g19403	ko:K02874,ko:K16174
file_1_file_1_g19404	-
file_1_file_1_g19405	-
file_1_file_1_g19406	ko:K18695
file_1_file_1_g19407	ko:K17552
file_1_file_1_g19408	ko:K17552
file_1_file_1_g19409	ko:K21891
file_1_file_1_g19410	ko:K18166
file_1_file_1_g19411	ko:K14415,ko:K14550
file_1_file_1_g19412	ko:K14415,ko:K14550
file_1_file_1_g19414	ko:K07378
file_1_file_1_g19416	-
file_1_file_1_g19418	-
file_1_file_1_g19420	-
file_1_file_1_g19422	-
file_1_file_1_g19423	ko:K04663,ko:K04669,ko:K16620,ko:K16621
file_1_file_2_2781_g	ko:K04663,ko:K04669,ko:K16620,ko:K16621
file_1_file_1_g19424	ko:K09191,ko:K12863
file_1_file_1_g19425	ko:K13091
file_1_file_1_g19426	-
file_1_file_1_g19427	-
file_1_file_1_g19428	ko:K19612
file_1_file_1_g19429	ko:K09481
file_1_file_1_g19430	ko:K02235,ko:K02432
file_1_file_1_g19431	ko:K03352
file_1_file_1_g19432	ko:K13139
file_1_file_2_2792_g	ko:K01768,ko:K08041,ko:K08043,ko:K08045,ko:K08048
file_1_file_1_g19434	ko:K01768,ko:K08043,ko:K08045
file_1_file_1_g19435	-
file_1_file_1_g19436	-
file_1_file_1_g19439	ko:K20367
file_1_file_1_g19440	-
file_1_file_1_g19441	ko:K15032
file_1_file_1_g19442	ko:K01872
file_1_file_1_g19443	-
file_1_file_1_g19444	ko:K10443
file_1_file_1_g19445	ko:K05632,ko:K05633
file_1_file_1_g19446	-
file_1_file_1_g19448	-
file_1_file_1_g19449	ko:K06689
file_1_file_1_g19450	ko:K07881
file_1_file_1_g19452	ko:K03939
file_1_file_1_g19453	ko:K04494,ko:K14437,ko:K14438
file_1_file_1_g19454	ko:K08870,ko:K14962
file_1_file_1_g19456	ko:K08729
file_1_file_1_g19458	ko:K20358
file_1_file_1_g19459	ko:K10704,ko:K20656
file_1_file_1_g19460	ko:K14530
file_1_file_1_g19461	ko:K14317,ko:K16219
file_1_file_1_g19463	ko:K02918
file_1_file_1_g19464	ko:K03691
file_1_file_1_g19465	-
file_1_file_1_g19466	ko:K03155,ko:K12074
file_1_file_1_g19467	ko:K05754
file_1_file_2_2820_g	ko:K05754
file_1_file_1_g19468	ko:K18269
file_1_file_1_g19473	ko:K05706,ko:K09218
file_1_file_1_g19476	ko:K18134
file_1_file_1_g19477	ko:K04683,ko:K09392,ko:K09393,ko:K09394
file_1_file_2_2836_g	ko:K05543
file_1_file_1_g19478	ko:K05543
file_1_file_2_2837_g	ko:K05543
file_1_file_1_g19479	-
file_1_file_1_g19480	-
file_1_file_1_g19481	-
file_1_file_1_g19482	ko:K18643
file_1_file_1_g19483	ko:K12593
file_1_file_1_g19484	ko:K10319
file_1_file_1_g19485	-
file_1_file_1_g19489	ko:K04257
file_1_file_1_g19490	-
file_1_file_1_g19491	ko:K11433
file_1_file_1_g19493	-
file_1_file_1_g19495	ko:K22366
file_1_file_1_g19496	ko:K19674
file_1_file_1_g19497	ko:K21863
file_1_file_1_g19498	-
file_1_file_1_g19499	ko:K14788
file_1_file_1_g19500	ko:K13147
file_1_file_1_g19501	ko:K03130
file_1_file_1_g19502	ko:K01273
file_1_file_1_g19505	ko:K00547
file_1_file_1_g19506	ko:K00547
file_1_file_1_g19507	ko:K05729,ko:K07847,ko:K13710
file_1_file_1_g19508	ko:K05729,ko:K07847,ko:K13710
file_1_file_1_g19509	-
file_1_file_1_g19511	-
file_1_file_1_g19512	-
file_1_file_1_g19513	-
file_1_file_1_g19514	-
file_1_file_1_g19515	-
file_1_file_1_g19516	ko:K02561,ko:K20017
file_1_file_1_g19517	ko:K03869
file_1_file_1_g19519	ko:K16745,ko:K19382
file_1_file_1_g19520	ko:K04728
file_1_file_1_g19521	ko:K00873,ko:K12406
file_1_file_1_g19522	ko:K11255
file_1_file_1_g19525	ko:K18080
file_1_file_1_g19526	-
file_1_file_1_g19527	-
file_1_file_1_g19528	ko:K03910,ko:K06530
file_1_file_1_g19529	ko:K03910,ko:K06530
file_1_file_1_g19530	-
file_1_file_1_g19532	ko:K07595,ko:K09035,ko:K09036,ko:K09038
file_1_file_1_g19534	ko:K11155
file_1_file_1_g19535	-
file_1_file_1_g19537	ko:K15131
file_1_file_1_g19538	ko:K02925
file_1_file_1_g19539	-
file_1_file_1_g19540	-
file_1_file_1_g19541	-
file_1_file_1_g19542	-
file_1_file_1_g19545	-
file_1_file_1_g19548	-
file_1_file_2_2917_g	-
file_1_file_1_g19550	ko:K19871
file_1_file_1_g19551	ko:K03037
file_1_file_1_g19552	-
file_1_file_1_g19553	-
file_1_file_1_g19554	ko:K14050
file_1_file_1_g19555	-
file_1_file_1_g19556	ko:K16506
file_1_file_1_g19559	ko:K16506
file_1_file_1_g19560	-
file_1_file_1_g19561	ko:K03033
file_1_file_1_g19562	-
file_1_file_1_g19563	ko:K19919
file_1_file_2_2941_g	ko:K16340
file_1_file_1_g19564	ko:K16340
file_1_file_1_g19565	ko:K09374
file_1_file_1_g19568	-
file_1_file_1_g19569	ko:K01593,ko:K01618
file_1_file_1_g19570	ko:K03595
file_1_file_1_g19571	-
file_1_file_1_g19572	-
file_1_file_1_g19573	ko:K00698
file_1_file_1_g19574	ko:K00698
file_1_file_1_g19576	ko:K00698
file_1_file_1_g19577	ko:K10655,ko:K12181
file_1_file_1_g19582	ko:K07200,ko:K20346
file_1_file_1_g19584	ko:K04465,ko:K08558
file_1_file_1_g19585	ko:K20298
file_1_file_1_g19586	-
file_1_file_1_g19587	ko:K10478
file_1_file_1_g19588	-
file_1_file_1_g19589	ko:K01590,ko:K01593,ko:K22329
file_1_file_1_g19590	ko:K07515
file_1_file_1_g19591	ko:K18932
file_1_file_1_g19592	ko:K18932,ko:K19530
file_1_file_1_g19593	ko:K19530
file_1_file_1_g19594	ko:K08202
file_1_file_1_g19595	-
file_1_file_1_g19596	ko:K14293
file_1_file_1_g19597	ko:K01251
file_1_file_1_g19598	ko:K02876
file_1_file_1_g19599	ko:K20293
file_1_file_1_g19600	ko:K10761
file_1_file_1_g19601	ko:K02146
file_1_file_1_g19602	-
file_1_file_1_g19603	ko:K12813
file_1_file_1_g19604	ko:K10645
file_1_file_1_g19609	-
file_1_file_1_g19612	ko:K10645
file_1_file_1_g19613	-
file_1_file_1_g19614	-
file_1_file_1_g19615	-
file_1_file_1_g19616	ko:K14765
file_1_file_1_g19617	ko:K17086
file_1_file_2_3000_g	ko:K17086
file_1_file_1_g19618	ko:K00079
file_1_file_1_g19619	ko:K09223
file_1_file_1_g19620	-
file_1_file_1_g19621	ko:K10408
file_1_file_1_g19622	-
file_1_file_1_g19623	ko:K03257
file_1_file_1_g19624	ko:K05759
file_1_file_1_g19626	-
file_1_file_1_g19628	ko:K17985
file_1_file_1_g19629	ko:K08272
file_1_file_1_g19630	ko:K04567
file_1_file_1_g19631	ko:K18342
file_1_file_1_g19632	ko:K16795
file_1_file_1_g19633	ko:K18163
file_1_file_1_g19634	ko:K00815
file_1_file_1_g19635	-
file_1_file_1_g19636	ko:K14711,ko:K14716
file_1_file_1_g19637	ko:K13867,ko:K13872
file_1_file_1_g19638	ko:K03440,ko:K14818
file_1_file_1_g19639	ko:K02864
file_1_file_1_g19640	-
file_1_file_1_g19641	ko:K13780,ko:K13867,ko:K13872
file_1_file_1_g19642	ko:K13780,ko:K13867,ko:K13872
file_1_file_1_g19643	ko:K17931,ko:K17932
file_1_file_1_g19644	-
file_1_file_1_g19645	ko:K01539
file_1_file_1_g19646	ko:K10185
file_1_file_1_g19648	ko:K10185
file_1_file_1_g19649	ko:K10185
file_1_file_1_g19650	ko:K10185
file_1_file_1_g19651	ko:K10185
file_1_file_1_g19654	ko:K10185
file_1_file_1_g19656	ko:K03917,ko:K05619
file_1_file_1_g19657	ko:K03917,ko:K05619
file_1_file_1_g19658	ko:K17796
file_1_file_1_g19659	-
file_1_file_1_g19660	ko:K10582
file_1_file_1_g19661	ko:K12158
file_1_file_1_g19662	-
file_1_file_1_g19663	-
file_1_file_1_g19664	ko:K06571,ko:K17295
file_1_file_1_g19665	ko:K03139,ko:K22204
file_1_file_1_g19666	-
file_1_file_1_g19667	ko:K14455
file_1_file_1_g19668	-
file_1_file_1_g19669	ko:K11501
file_1_file_1_g19671	-
file_1_file_1_g19673	ko:K10408
file_1_file_1_g19674	-
file_1_file_1_g19675	ko:K10408
file_1_file_2_3073_g	ko:K10408
file_1_file_1_g19676	ko:K10408
file_1_file_2_3076_g	ko:K02357,ko:K21803
file_1_file_1_g19677	ko:K02357,ko:K21803
file_1_file_1_g19678	-
file_1_file_1_g19679	ko:K05761,ko:K05768,ko:K08017,ko:K10368
file_1_file_1_g19680	ko:K04514,ko:K16307,ko:K17388
file_1_file_1_g19681	ko:K04514,ko:K16307,ko:K17388
file_1_file_1_g19682	ko:K03120
file_1_file_1_g19683	-
file_1_file_1_g19684	ko:K01229,ko:K05350
file_1_file_1_g19685	ko:K08469
file_1_file_1_g19686	ko:K01229,ko:K05350
file_1_file_1_g19687	ko:K18270
file_1_file_1_g19689	-
file_1_file_2_3087_g	-
file_1_file_1_g19690	ko:K18270
file_1_file_1_g19691	-
file_1_file_1_g19692	ko:K03355
file_1_file_1_g19693	ko:K15044,ko:K17969
file_1_file_1_g19694	-
file_1_file_1_g19695	ko:K14327
file_1_file_1_g19696	ko:K14309
file_1_file_1_g19697	-
file_1_file_1_g19698	-
file_1_file_1_g19699	-
file_1_file_1_g19700	-
file_1_file_1_g19701	-
file_1_file_1_g19703	ko:K07852,ko:K17198
file_1_file_1_g19704	ko:K09086
file_1_file_1_g19705	ko:K17494
file_1_file_1_g19706	ko:K18953
file_1_file_1_g19707	-
file_1_file_1_g19708	ko:K02731
file_1_file_1_g19709	-
file_1_file_1_g19710	ko:K15421
file_1_file_1_g19711	-
file_1_file_1_g19713	-
file_1_file_1_g19714	ko:K08187
file_1_file_2_3114_g	ko:K08187
file_1_file_1_g19718	-
file_1_file_1_g19719	ko:K05995
file_1_file_1_g19720	-
file_1_file_1_g19721	ko:K12867
file_1_file_1_g19722	ko:K10317
file_1_file_1_g19723	-
file_1_file_1_g19725	-
file_1_file_1_g19726	-
file_1_file_1_g19727	-
file_1_file_1_g19729	-
file_1_file_1_g19730	ko:K22128
file_1_file_1_g19731	ko:K03010
file_1_file_1_g19732	ko:K16682
file_1_file_1_g19733	-
file_1_file_1_g19734	-
file_1_file_1_g19735	-
file_1_file_1_g19736	-
file_1_file_1_g19738	ko:K21879
file_1_file_1_g19739	ko:K21879
file_1_file_1_g19740	ko:K21879
file_1_file_1_g19741	ko:K08732,ko:K10839,ko:K17635,ko:K17639
file_1_file_1_g19743	ko:K00565
file_1_file_1_g19744	ko:K03163
file_1_file_2_3144_g	ko:K07478
file_1_file_1_g19745	ko:K07478
file_1_file_1_g19749	ko:K00728
file_1_file_1_g19750	ko:K02733,ko:K02739
file_1_file_1_g19751	ko:K09517
file_1_file_1_g19752	ko:K07190
file_1_file_1_g19753	ko:K10577
file_1_file_1_g19754	ko:K07190
file_1_file_1_g19755	ko:K08601
file_1_file_1_g19757	-
file_1_file_1_g19758	ko:K02906
file_1_file_1_g19759	ko:K15623
file_1_file_1_g19760	-
file_1_file_1_g19761	ko:K01796
file_1_file_1_g19762	-
file_1_file_1_g19763	ko:K17584
file_1_file_1_g19764	-
file_1_file_1_g19765	ko:K07556
file_1_file_1_g19766	ko:K10630
file_1_file_1_g19768	-
file_1_file_1_g19771	-
file_1_file_1_g19772	ko:K11974
file_1_file_1_g19773	ko:K17570
file_1_file_1_g19774	ko:K17570
file_1_file_1_g19775	ko:K14833
file_1_file_1_g19776	-
file_1_file_1_g19778	-
file_1_file_1_g19779	ko:K10359,ko:K21868
file_1_file_1_g19780	ko:K06053,ko:K18196
file_1_file_1_g19781	ko:K10846
file_1_file_1_g19782	ko:K09645,ko:K17086
file_1_file_1_g19783	ko:K09645
file_1_file_1_g19784	ko:K09645
file_1_file_1_g19785	ko:K09645,ko:K13289,ko:K16298
file_1_file_1_g19787	ko:K04952,ko:K04953
file_1_file_1_g19788	-
file_1_file_1_g19789	-
file_1_file_1_g19791	ko:K11423
file_1_file_1_g19792	ko:K12947
file_1_file_1_g19793	ko:K00111
file_1_file_1_g19794	ko:K09200
file_1_file_1_g19795	ko:K09194,ko:K09200
file_1_file_1_g19799	ko:K14837
file_1_file_1_g19800	ko:K15179
file_1_file_1_g19801	-
file_1_file_1_g19802	ko:K12379
file_1_file_1_g19803	ko:K13752,ko:K13753
file_1_file_1_g19804	ko:K08957
file_1_file_2_3200_g	ko:K01312
file_1_file_1_g19806	ko:K01312
file_1_file_1_g19807	-
file_1_file_1_g19808	-
file_1_file_1_g19809	-
file_1_file_1_g19810	ko:K22078
file_1_file_1_g19811	ko:K01017
file_1_file_1_g19812	ko:K19678
file_1_file_1_g19813	ko:K11436
file_1_file_1_g19814	ko:K13293,ko:K13755,ko:K18437
file_1_file_1_g19815	ko:K01187,ko:K14210
file_1_file_1_g19816	ko:K01187,ko:K14210
file_1_file_1_g19818	ko:K13755
file_1_file_1_g19819	-
file_1_file_1_g19820	-
file_1_file_1_g19821	-
file_1_file_1_g19822	-
file_1_file_1_g19824	-
file_1_file_1_g19825	-
file_1_file_1_g19826	-
file_1_file_1_g19827	-
file_1_file_1_g19828	-
file_1_file_1_g19829	-
file_1_file_1_g19833	ko:K00411
file_1_file_1_g19834	ko:K02098
file_1_file_1_g19835	-
file_1_file_1_g19837	ko:K18040
file_1_file_1_g19838	ko:K18040
file_1_file_1_g19839	-
file_1_file_1_g19840	ko:K17781
file_1_file_1_g19841	-
file_1_file_1_g19843	ko:K17493
file_1_file_1_g19844	ko:K17493
file_1_file_1_g19846	ko:K17493
file_1_file_1_g19847	-
file_1_file_1_g19848	-
file_1_file_1_g19849	ko:K20301
file_1_file_1_g19850	-
file_1_file_1_g19851	-
file_1_file_1_g19852	-
file_1_file_1_g19854	-
file_1_file_1_g19855	-
file_1_file_1_g19858	ko:K08466
file_1_file_1_g19861	-
file_1_file_1_g19862	-
file_1_file_2_3257_g	ko:K09267
file_1_file_1_g19863	ko:K09267
file_1_file_1_g19864	ko:K01373
file_1_file_1_g19865	ko:K01373
file_1_file_1_g19866	ko:K01373
file_1_file_1_g19867	ko:K01373
file_1_file_1_g19868	ko:K09267
file_1_file_1_g19869	ko:K09267
file_1_file_1_g19870	ko:K09267
file_1_file_1_g19871	ko:K09267
file_1_file_1_g19874	-
file_1_file_1_g19875	ko:K20372
file_1_file_1_g19876	ko:K06129
file_1_file_1_g19877	-
file_1_file_1_g19878	-
file_1_file_1_g19879	-
file_1_file_1_g19880	-
file_1_file_1_g19881	ko:K08343
file_1_file_1_g19882	ko:K17969
file_1_file_1_g19883	-
file_1_file_1_g19889	ko:K04862,ko:K04863,ko:K04865
file_1_file_1_g19890	-
file_1_file_1_g19894	ko:K07365,ko:K19862
file_1_file_1_g19895	-
file_1_file_1_g19900	ko:K01312,ko:K09463,ko:K09640,ko:K20752
file_1_file_1_g19902	ko:K01052
file_1_file_1_g19903	ko:K04705
file_1_file_1_g19904	ko:K04527
file_1_file_1_g19905	ko:K04527
file_1_file_1_g19908	ko:K13808
file_1_file_1_g19911	-
file_1_file_1_g19912	-
file_1_file_1_g19913	-
file_1_file_1_g19914	ko:K01312,ko:K09463,ko:K09640,ko:K20752
file_1_file_2_3318_g	ko:K01312,ko:K09463,ko:K09640,ko:K20752
file_1_file_1_g19915	-
file_1_file_1_g12446	ko:K16830
file_1_file_1_g12448	-
file_1_file_1_g12449	ko:K00415,ko:K16830
file_1_file_1_g12450	-
file_1_file_1_g12451	-
file_1_file_1_g12452	ko:K01556
file_1_file_1_g12453	ko:K03544
file_1_file_1_g12454	ko:K17936
file_1_file_1_g12455	ko:K00488,ko:K15004,ko:K17951,ko:K17960
file_1_file_1_g12457	ko:K01302
file_1_file_1_g12460	-
file_1_file_1_g12461	-
file_1_file_1_g12462	-
file_1_file_1_g12464	-
file_1_file_1_g12465	-
file_1_file_2_3351_g	ko:K14999
file_1_file_1_g12466	ko:K14999
file_1_file_2_3353_g	ko:K00030
file_1_file_1_g12468	ko:K00030
file_1_file_1_g12469	ko:K20182
file_1_file_1_g12470	ko:K00914
file_1_file_1_g12471	-
file_1_file_1_g12472	ko:K07767
file_1_file_1_g12473	ko:K10477
file_1_file_1_g12474	-
file_1_file_1_g12475	ko:K04349,ko:K12326,ko:K14549
file_1_file_1_g12476	ko:K04349,ko:K12326,ko:K14549
file_1_file_1_g12477	-
file_1_file_1_g12478	-
file_1_file_1_g12479	ko:K12397
file_1_file_1_g12480	ko:K12397
file_1_file_1_g12481	ko:K00914
file_1_file_2_3367_g	ko:K00914
file_1_file_1_g12482	-
file_1_file_1_g12483	-
file_1_file_1_g12485	ko:K14999,ko:K15003
file_1_file_1_g12486	ko:K14999,ko:K15003
file_1_file_2_3373_g	ko:K14999,ko:K15003
file_1_file_1_g12487	-
file_1_file_1_g12488	ko:K13169
file_1_file_1_g12489	-
file_1_file_1_g12490	-
file_1_file_1_g12493	ko:K00272,ko:K00273,ko:K16582
file_1_file_1_g12494	ko:K10844
file_1_file_1_g12495	ko:K10844
file_1_file_1_g12496	ko:K20099
file_1_file_1_g12497	ko:K11883
file_1_file_1_g12498	ko:K08492
file_1_file_1_g12499	ko:K08492
file_1_file_1_g12500	ko:K12613
file_1_file_1_g12501	-
file_1_file_1_g12502	ko:K00011,ko:K00555
file_1_file_1_g12503	ko:K08675
file_1_file_1_g12504	ko:K20292
file_1_file_1_g12505	ko:K07827,ko:K07828
file_1_file_1_g12506	-
file_1_file_1_g12508	ko:K15001
file_1_file_1_g12510	ko:K09640
file_1_file_1_g12511	ko:K09640
file_1_file_1_g12512	ko:K14464
file_1_file_1_g12513	ko:K14464
file_1_file_1_g12514	ko:K14464
file_1_file_1_g12515	-
file_1_file_2_3402_g	ko:K13129
file_1_file_1_g12517	ko:K13129
file_1_file_2_3403_g	-
file_1_file_1_g12518	-
file_1_file_1_g12519	-
file_1_file_1_g12520	ko:K12259
file_1_file_1_g12521	-
file_1_file_1_g12523	-
file_1_file_1_g12525	ko:K12259
file_1_file_1_g12526	ko:K12259
file_1_file_1_g12527	-
file_1_file_1_g12528	ko:K00948
file_1_file_1_g12529	ko:K02920
file_1_file_1_g12530	-
file_1_file_1_g12531	ko:K08202
file_1_file_1_g12532	ko:K08202
file_1_file_1_g12535	-
file_1_file_1_g12537	-
file_1_file_1_g12538	-
file_1_file_1_g12539	ko:K20915
file_1_file_1_g12540	ko:K20915
file_1_file_1_g12542	ko:K08547,ko:K08548,ko:K14032
file_1_file_1_g12543	-
file_1_file_1_g12544	-
file_1_file_1_g12545	ko:K01431
file_1_file_1_g12546	ko:K01431
file_1_file_1_g12547	ko:K02735
file_1_file_1_g12548	ko:K00889,ko:K00920
file_1_file_1_g12549	ko:K10703
file_1_file_1_g12550	ko:K11353
file_1_file_1_g12551	-
file_1_file_1_g12552	ko:K02149
file_1_file_1_g12553	-
file_1_file_1_g12554	ko:K11860
file_1_file_1_g12555	-
file_1_file_1_g12556	ko:K19904,ko:K19911,ko:K20674
file_1_file_1_g12557	ko:K09290,ko:K10373,ko:K10374
file_1_file_1_g12558	ko:K09290,ko:K10373,ko:K10374
file_1_file_1_g12561	-
